TimeGenerated,EventID,Account,TargetAccount,MemberName,IpAddress,Computer,LogonType,Activity
2026-09-01 05:10:00,4624,l.moraru,,,10.10.1.15,WKSTN-02,2,4624 - An account was successfully logged on.
2026-09-01 05:17:00,4624,m.dupont,,,10.10.1.53,WKSTN-14,10,4624 - An account was successfully logged on.
2026-09-01 05:22:00,4624,e.popescu,,,10.10.1.34,DC01,10,4624 - An account was successfully logged on.
2026-09-01 05:33:00,4624,j.smith,,,10.10.1.53,WKSTN-04,10,4624 - An account was successfully logged on.
2026-09-01 05:44:00,4624,svc-backup,,,10.10.1.17,WKSTN-10,3,4624 - An account was successfully logged on.
2026-09-01 05:52:00,4624,l.moraru,,,10.10.1.10,WKSTN-09,10,4624 - An account was successfully logged on.
2026-09-01 06:00:00,4624,a.patel,,,10.10.1.50,WKSTN-10,10,4624 - An account was successfully logged on.
2026-09-01 06:22:00,4624,c.nguyen,,,10.10.1.19,WKSTN-12,3,4624 - An account was successfully logged on.
2026-09-01 06:42:00,4624,j.smith,,,10.10.1.48,WKSTN-11,3,4624 - An account was successfully logged on.
2026-09-01 06:45:00,4624,a.patel,,,10.10.1.33,WKSTN-10,3,4624 - An account was successfully logged on.
2026-09-01 06:49:00,4624,c.nguyen,,,10.10.1.46,WKSTN-03,2,4624 - An account was successfully logged on.
2026-09-01 07:07:00,4624,a.patel,,,10.10.1.58,WKSTN-05,3,4624 - An account was successfully logged on.
2026-09-01 07:31:00,4624,l.moraru,,,10.10.1.45,WKSTN-06,3,4624 - An account was successfully logged on.
2026-09-01 07:50:00,4624,e.popescu,,,10.10.1.23,WKSTN-07,3,4624 - An account was successfully logged on.
2026-09-01 08:05:00,4624,svc-backup,,,10.10.1.38,FILESRV01,3,4624 - An account was successfully logged on.
2026-09-01 08:11:00,4624,c.nguyen,,,10.10.1.24,WKSTN-03,3,4624 - An account was successfully logged on.
2026-09-01 08:14:00,4624,c.nguyen,,,10.10.1.47,WKSTN-08,2,4624 - An account was successfully logged on.
2026-09-01 08:19:00,4624,j.smith,,,10.10.1.24,WKSTN-03,2,4624 - An account was successfully logged on.
2026-09-01 08:32:00,4624,a.patel,,,10.10.1.42,WKSTN-08,3,4624 - An account was successfully logged on.
2026-09-01 08:56:00,4624,l.moraru,,,10.10.1.23,WKSTN-05,10,4624 - An account was successfully logged on.
2026-09-01 09:17:00,4624,l.moraru,,,10.10.1.25,DC02,3,4624 - An account was successfully logged on.
2026-09-01 09:26:00,4624,a.patel,,,10.10.1.16,WKSTN-14,3,4624 - An account was successfully logged on.
2026-09-01 09:42:00,4624,e.popescu,,,10.10.1.39,WKSTN-02,2,4624 - An account was successfully logged on.
2026-09-01 09:46:00,4624,e.popescu,,,10.10.1.56,WKSTN-11,2,4624 - An account was successfully logged on.
2026-09-01 09:56:00,4624,c.nguyen,,,10.10.1.22,DC01,3,4624 - An account was successfully logged on.
2026-09-01 10:12:00,4624,m.dupont,,,10.10.1.27,DC01,3,4624 - An account was successfully logged on.
2026-09-01 10:17:00,4624,l.moraru,,,10.10.1.45,WKSTN-04,2,4624 - An account was successfully logged on.
2026-09-01 10:40:00,4624,j.smith,,,10.10.1.15,WKSTN-08,3,4624 - An account was successfully logged on.
2026-09-01 10:56:00,4624,l.moraru,,,10.10.1.40,WKSTN-07,3,4624 - An account was successfully logged on.
2026-09-01 11:00:00,4624,m.dupont,,,10.10.1.34,WKSTN-01,3,4624 - An account was successfully logged on.
2026-09-01 11:11:00,4624,l.moraru,,,10.10.1.28,WKSTN-14,10,4624 - An account was successfully logged on.
2026-09-01 11:35:00,4624,l.moraru,,,10.10.1.19,WKSTN-07,3,4624 - An account was successfully logged on.
2026-09-01 11:44:00,4624,j.smith,,,10.10.1.47,WKSTN-02,3,4624 - An account was successfully logged on.
2026-09-01 11:48:00,4624,j.smith,,,10.10.1.47,DC02,10,4624 - An account was successfully logged on.
2026-09-01 12:07:00,4624,m.dupont,,,10.10.1.13,FILESRV01,2,4624 - An account was successfully logged on.
2026-09-01 12:15:00,4624,a.patel,,,10.10.1.48,WKSTN-03,3,4624 - An account was successfully logged on.
2026-09-01 12:30:00,4624,a.patel,,,10.10.1.46,WKSTN-08,10,4624 - An account was successfully logged on.
2026-09-01 12:52:00,4624,j.smith,,,10.10.1.49,WKSTN-03,3,4624 - An account was successfully logged on.
2026-09-01 13:16:00,4624,svc-backup,,,10.10.1.26,WKSTN-07,3,4624 - An account was successfully logged on.
2026-09-01 13:26:00,4624,r.ionescu,,,10.10.1.35,WKSTN-05,3,4624 - An account was successfully logged on.
2026-09-01 13:43:00,4624,svc-backup,,,10.10.1.58,WKSTN-03,2,4624 - An account was successfully logged on.
2026-09-01 14:00:00,4624,a.patel,,,10.10.1.14,WKSTN-07,10,4624 - An account was successfully logged on.
2026-09-01 14:11:00,4624,m.dupont,,,10.10.1.32,WKSTN-03,3,4624 - An account was successfully logged on.
2026-09-01 14:25:00,4624,r.ionescu,,,10.10.1.20,DC01,10,4624 - An account was successfully logged on.
2026-09-01 14:50:00,4624,r.ionescu,,,10.10.1.49,FILESRV01,2,4624 - An account was successfully logged on.
2026-09-01 15:14:00,4624,r.ionescu,,,10.10.1.52,WKSTN-04,3,4624 - An account was successfully logged on.
2026-09-01 15:25:00,4624,a.patel,,,10.10.1.16,WKSTN-05,3,4624 - An account was successfully logged on.
2026-09-01 15:37:00,4624,c.nguyen,,,10.10.1.55,WKSTN-11,3,4624 - An account was successfully logged on.
2026-09-01 16:01:00,4624,r.ionescu,,,10.10.1.42,DC02,3,4624 - An account was successfully logged on.
2026-09-01 16:05:00,4624,a.patel,,,10.10.1.50,WKSTN-14,3,4624 - An account was successfully logged on.
2026-09-01 16:09:00,4624,j.smith,,,10.10.1.31,WKSTN-05,3,4624 - An account was successfully logged on.
2026-09-01 16:17:00,4624,l.moraru,,,10.10.1.45,WKSTN-14,10,4624 - An account was successfully logged on.
2026-09-01 16:20:00,4624,a.patel,,,10.10.1.14,WKSTN-05,10,4624 - An account was successfully logged on.
2026-09-01 16:24:00,4624,svc-backup,,,10.10.1.47,WKSTN-05,3,4624 - An account was successfully logged on.
2026-09-01 16:31:00,4624,j.smith,,,10.10.1.29,WKSTN-12,2,4624 - An account was successfully logged on.
2026-09-01 16:45:00,4624,c.nguyen,,,10.10.1.53,WKSTN-08,2,4624 - An account was successfully logged on.
2026-09-01 16:59:00,4624,e.popescu,,,10.10.1.49,WKSTN-05,3,4624 - An account was successfully logged on.
2026-09-01 17:07:00,4624,m.dupont,,,10.10.1.36,WKSTN-01,3,4624 - An account was successfully logged on.
2026-09-01 17:20:00,4624,e.popescu,,,10.10.1.52,WKSTN-08,3,4624 - An account was successfully logged on.
2026-09-01 17:28:00,4624,a.patel,,,10.10.1.34,WKSTN-02,3,4624 - An account was successfully logged on.
2026-09-01 17:38:00,4624,c.nguyen,,,10.10.1.39,WKSTN-12,3,4624 - An account was successfully logged on.
2026-09-01 17:48:00,4624,c.nguyen,,,10.10.1.11,WKSTN-07,3,4624 - An account was successfully logged on.
2026-09-01 18:01:00,4624,r.ionescu,,,10.10.1.14,WKSTN-09,3,4624 - An account was successfully logged on.
2026-09-01 18:24:00,4624,e.popescu,,,10.10.1.53,WKSTN-11,2,4624 - An account was successfully logged on.
2026-09-01 18:30:00,4624,r.ionescu,,,10.10.1.21,WKSTN-09,2,4624 - An account was successfully logged on.
2026-09-01 18:36:00,4624,e.popescu,,,10.10.1.32,WKSTN-11,3,4624 - An account was successfully logged on.
2026-09-01 18:58:00,4624,a.patel,,,10.10.1.34,WKSTN-07,3,4624 - An account was successfully logged on.
2026-09-01 19:02:00,4624,e.popescu,,,10.10.1.10,FILESRV01,10,4624 - An account was successfully logged on.
2026-09-01 19:26:00,4624,c.nguyen,,,10.10.1.33,WKSTN-14,2,4624 - An account was successfully logged on.
2026-09-01 19:50:00,4624,svc-backup,,,10.10.1.49,WKSTN-11,2,4624 - An account was successfully logged on.
2026-09-01 20:02:00,4624,r.ionescu,,,10.10.1.52,WKSTN-14,3,4624 - An account was successfully logged on.
2026-09-01 20:17:00,4624,r.ionescu,,,10.10.1.45,WKSTN-05,3,4624 - An account was successfully logged on.
2026-09-01 20:33:00,4624,e.popescu,,,10.10.1.53,WKSTN-06,10,4624 - An account was successfully logged on.
2026-09-01 20:54:00,4624,r.ionescu,,,10.10.1.35,WKSTN-01,3,4624 - An account was successfully logged on.
2026-09-01 21:06:00,4624,c.nguyen,,,10.10.1.37,WKSTN-11,3,4624 - An account was successfully logged on.
2026-09-01 21:23:00,4624,l.moraru,,,10.10.1.53,WKSTN-07,10,4624 - An account was successfully logged on.
2026-09-01 21:41:00,4624,m.dupont,,,10.10.1.52,WKSTN-03,3,4624 - An account was successfully logged on.
2026-09-01 22:00:00,4624,svc-backup,,,10.10.1.15,WKSTN-08,3,4624 - An account was successfully logged on.
2026-09-01 22:10:00,4624,c.nguyen,,,10.10.1.19,WKSTN-01,2,4624 - An account was successfully logged on.
2026-09-01 22:20:00,4624,l.moraru,,,10.10.1.49,WKSTN-03,3,4624 - An account was successfully logged on.
2026-09-01 22:36:00,4624,c.nguyen,,,10.10.1.55,WKSTN-13,3,4624 - An account was successfully logged on.
2026-09-01 22:51:00,4624,c.nguyen,,,10.10.1.19,WKSTN-01,2,4624 - An account was successfully logged on.
2026-09-01 23:07:00,4624,c.nguyen,,,10.10.1.21,FILESRV01,3,4624 - An account was successfully logged on.
2026-09-01 23:11:00,4624,c.nguyen,,,10.10.1.17,DC01,3,4624 - An account was successfully logged on.
2026-09-01 23:28:00,4624,svc-backup,,,10.10.1.58,DC01,10,4624 - An account was successfully logged on.
2026-09-01 23:47:00,4624,e.popescu,,,10.10.1.45,DC01,3,4624 - An account was successfully logged on.
2026-09-02 00:05:00,4624,l.moraru,,,10.10.1.26,WKSTN-08,3,4624 - An account was successfully logged on.
2026-09-02 00:24:00,4624,l.moraru,,,10.10.1.50,WKSTN-08,3,4624 - An account was successfully logged on.
2026-09-02 00:41:00,4624,a.patel,,,10.10.1.55,WKSTN-10,3,4624 - An account was successfully logged on.
2026-09-02 00:52:00,4624,svc-backup,,,10.10.1.30,WKSTN-03,3,4624 - An account was successfully logged on.
2026-09-02 00:59:00,4624,c.nguyen,,,10.10.1.34,WKSTN-05,3,4624 - An account was successfully logged on.
2026-09-02 01:04:00,4624,e.popescu,,,10.10.1.36,WKSTN-11,10,4624 - An account was successfully logged on.
2026-09-02 01:21:00,4624,e.popescu,,,10.10.1.13,WKSTN-07,3,4624 - An account was successfully logged on.
2026-09-02 01:36:00,4624,j.smith,,,10.10.1.58,WKSTN-13,3,4624 - An account was successfully logged on.
2026-09-02 01:39:00,4624,svc-backup,,,10.10.1.29,WKSTN-13,3,4624 - An account was successfully logged on.
2026-09-02 01:59:00,4624,c.nguyen,,,10.10.1.41,WKSTN-08,3,4624 - An account was successfully logged on.
2026-09-02 02:15:00,4624,l.moraru,,,10.10.1.11,WKSTN-13,3,4624 - An account was successfully logged on.
2026-09-02 02:39:00,4624,e.popescu,,,10.10.1.56,WKSTN-06,3,4624 - An account was successfully logged on.
2026-09-02 02:46:00,4624,j.smith,,,10.10.1.35,WKSTN-01,2,4624 - An account was successfully logged on.
2026-09-02 03:09:00,4624,e.popescu,,,10.10.1.18,DC01,3,4624 - An account was successfully logged on.
2026-09-02 03:10:33,4625,svc-backup,,,203.0.113.45,DC01,3,4625 - An account failed to log on.
2026-09-02 03:10:56,4625,svc-backup,,,203.0.113.45,DC01,3,4625 - An account failed to log on.
2026-09-02 03:11:41,4625,svc-backup,,,203.0.113.45,DC01,3,4625 - An account failed to log on.
2026-09-02 03:12:23,4625,svc-backup,,,203.0.113.45,DC01,3,4625 - An account failed to log on.
2026-09-02 03:12:46,4625,svc-backup,,,203.0.113.45,DC01,3,4625 - An account failed to log on.
2026-09-02 03:13:00,4624,r.ionescu,,,10.10.1.34,WKSTN-11,3,4624 - An account was successfully logged on.
2026-09-02 03:13:33,4625,svc-backup,,,203.0.113.45,DC01,3,4625 - An account failed to log on.
2026-09-02 03:14:13,4625,svc-backup,,,203.0.113.45,DC01,3,4625 - An account failed to log on.
2026-09-02 03:14:53,4625,svc-backup,,,203.0.113.45,DC01,3,4625 - An account failed to log on.
2026-09-02 03:15:41,4625,svc-backup,,,203.0.113.45,DC01,3,4625 - An account failed to log on.
2026-09-02 03:16:16,4624,svc-backup,,,203.0.113.45,DC01,3,4624 - An account was successfully logged on.
2026-09-02 03:20:00,4624,svc-backup,,,185.220.101.7,DC01,10,4624 - An account was successfully logged on.
2026-09-02 03:28:00,4624,svc-backup,,,185.220.101.7,DC01,10,4624 - An account was successfully logged on.
2026-09-02 03:30:00,4624,svc-backup,,,10.10.1.31,WKSTN-13,3,4624 - An account was successfully logged on.
2026-09-02 03:34:00,4624,svc-backup,,,185.220.101.7,DC01,10,4624 - An account was successfully logged on.
2026-09-02 03:45:00,4728,svc-backup,Domain Admins,j.smith,185.220.101.7,DC01,,4728 - A member was added to a security-enabled global group.
2026-09-02 03:46:00,4624,r.ionescu,,,10.10.1.15,DC02,2,4624 - An account was successfully logged on.
2026-09-02 04:06:00,4624,j.smith,,,10.10.1.32,WKSTN-08,2,4624 - An account was successfully logged on.
2026-09-02 04:29:00,4624,j.smith,,,10.10.1.58,WKSTN-01,3,4624 - An account was successfully logged on.
2026-09-02 04:38:00,4624,j.smith,,,10.10.1.49,WKSTN-05,3,4624 - An account was successfully logged on.
2026-09-02 04:45:00,4624,l.moraru,,,10.10.1.52,WKSTN-04,10,4624 - An account was successfully logged on.
2026-09-02 04:54:00,4624,l.moraru,,,10.10.1.54,WKSTN-09,3,4624 - An account was successfully logged on.
2026-09-02 05:02:00,4624,a.patel,,,10.10.1.59,WKSTN-06,3,4624 - An account was successfully logged on.
2026-09-02 05:08:00,4624,j.smith,,,10.10.1.29,WKSTN-13,3,4624 - An account was successfully logged on.
2026-09-02 05:33:00,4624,c.nguyen,,,10.10.1.14,WKSTN-08,2,4624 - An account was successfully logged on.
2026-09-02 05:58:00,4624,r.ionescu,,,10.10.1.53,WKSTN-04,10,4624 - An account was successfully logged on.
2026-09-02 06:02:00,4624,svc-backup,,,10.10.1.44,WKSTN-14,3,4624 - An account was successfully logged on.
2026-09-02 06:07:00,4624,svc-backup,,,10.10.1.10,WKSTN-14,3,4624 - An account was successfully logged on.
2026-09-02 06:13:00,4624,e.popescu,,,10.10.1.33,DC01,3,4624 - An account was successfully logged on.
2026-09-02 06:29:00,4624,m.dupont,,,10.10.1.56,FILESRV01,3,4624 - An account was successfully logged on.
2026-09-02 06:51:00,4624,l.moraru,,,10.10.1.39,WKSTN-14,10,4624 - An account was successfully logged on.
2026-09-02 07:02:00,4624,svc-backup,,,10.10.1.25,WKSTN-03,3,4624 - An account was successfully logged on.
2026-09-02 07:19:00,4624,c.nguyen,,,10.10.1.58,DC01,10,4624 - An account was successfully logged on.
2026-09-02 07:41:00,4624,e.popescu,,,10.10.1.31,WKSTN-01,3,4624 - An account was successfully logged on.
2026-09-02 07:54:00,4624,m.dupont,,,10.10.1.41,WKSTN-07,3,4624 - An account was successfully logged on.
2026-09-02 08:05:00,4624,svc-backup,,,10.10.1.27,WKSTN-09,10,4624 - An account was successfully logged on.
2026-09-02 08:08:00,4624,c.nguyen,,,10.10.1.15,WKSTN-08,3,4624 - An account was successfully logged on.
2026-09-02 08:26:00,4624,c.nguyen,,,10.10.1.54,DC02,3,4624 - An account was successfully logged on.
2026-09-02 08:43:00,4624,j.smith,,,10.10.1.15,WKSTN-10,3,4624 - An account was successfully logged on.
2026-09-02 08:58:00,4624,c.nguyen,,,10.10.1.29,WKSTN-12,3,4624 - An account was successfully logged on.
2026-09-02 09:18:00,4624,svc-backup,,,10.10.1.37,WKSTN-11,3,4624 - An account was successfully logged on.
2026-09-02 09:43:00,4624,l.moraru,,,10.10.1.27,WKSTN-10,3,4624 - An account was successfully logged on.
2026-09-02 09:53:00,4624,a.patel,,,10.10.1.56,WKSTN-07,3,4624 - An account was successfully logged on.
2026-09-02 09:59:00,4624,m.dupont,,,10.10.1.22,WKSTN-07,3,4624 - An account was successfully logged on.
2026-09-02 10:10:00,4624,r.ionescu,,,10.10.1.16,WKSTN-07,3,4624 - An account was successfully logged on.
2026-09-02 10:20:00,4624,svc-backup,,,10.10.1.21,WKSTN-10,2,4624 - An account was successfully logged on.
2026-09-02 10:45:00,4624,m.dupont,,,10.10.1.27,WKSTN-02,2,4624 - An account was successfully logged on.
2026-09-02 11:05:00,4624,r.ionescu,,,10.10.1.54,WKSTN-05,3,4624 - An account was successfully logged on.
2026-09-02 11:11:00,4624,j.smith,,,10.10.1.46,WKSTN-10,3,4624 - An account was successfully logged on.
2026-09-02 11:29:00,4624,l.moraru,,,10.10.1.31,WKSTN-06,2,4624 - An account was successfully logged on.
2026-09-02 11:40:00,4624,l.moraru,,,10.10.1.17,WKSTN-03,3,4624 - An account was successfully logged on.
2026-09-02 11:58:00,4624,a.patel,,,10.10.1.46,WKSTN-02,3,4624 - An account was successfully logged on.
2026-09-02 12:05:00,4624,r.ionescu,,,10.10.1.15,WKSTN-08,2,4624 - An account was successfully logged on.
2026-09-02 12:25:00,4624,e.popescu,,,10.10.1.48,WKSTN-08,10,4624 - An account was successfully logged on.
2026-09-02 12:40:00,4624,l.moraru,,,10.10.1.38,WKSTN-10,10,4624 - An account was successfully logged on.
2026-09-02 12:56:00,4624,r.ionescu,,,10.10.1.46,WKSTN-02,10,4624 - An account was successfully logged on.
2026-09-02 13:02:00,4624,c.nguyen,,,10.10.1.50,WKSTN-07,3,4624 - An account was successfully logged on.
2026-09-02 13:26:00,4624,a.patel,,,10.10.1.20,WKSTN-08,3,4624 - An account was successfully logged on.
2026-09-02 13:46:00,4624,a.patel,,,10.10.1.20,WKSTN-01,3,4624 - An account was successfully logged on.
2026-09-02 14:03:00,4624,l.moraru,,,10.10.1.28,WKSTN-02,3,4624 - An account was successfully logged on.
2026-09-02 14:15:00,4624,r.ionescu,,,10.10.1.54,DC01,2,4624 - An account was successfully logged on.
2026-09-02 14:39:00,4624,c.nguyen,,,10.10.1.26,WKSTN-07,3,4624 - An account was successfully logged on.
2026-09-02 14:45:00,4624,c.nguyen,,,10.10.1.51,WKSTN-05,3,4624 - An account was successfully logged on.
2026-09-02 14:52:00,4624,a.patel,,,10.10.1.13,WKSTN-06,3,4624 - An account was successfully logged on.
2026-09-02 15:14:00,4624,r.ionescu,,,10.10.1.38,WKSTN-04,3,4624 - An account was successfully logged on.
2026-09-02 15:39:00,4624,r.ionescu,,,10.10.1.54,WKSTN-13,3,4624 - An account was successfully logged on.
2026-09-02 15:58:00,4624,l.moraru,,,10.10.1.38,WKSTN-03,10,4624 - An account was successfully logged on.
2026-09-02 16:02:00,4624,e.popescu,,,10.10.1.57,WKSTN-11,10,4624 - An account was successfully logged on.
2026-09-02 16:13:00,4624,j.smith,,,10.10.1.15,WKSTN-08,10,4624 - An account was successfully logged on.
2026-09-02 16:34:00,4624,j.smith,,,10.10.1.58,WKSTN-09,10,4624 - An account was successfully logged on.
2026-09-02 16:38:00,4624,m.dupont,,,10.10.1.40,FILESRV01,3,4624 - An account was successfully logged on.
2026-09-02 16:49:00,4624,m.dupont,,,10.10.1.47,WKSTN-14,3,4624 - An account was successfully logged on.
2026-09-02 16:54:00,4624,l.moraru,,,10.10.1.32,WKSTN-14,3,4624 - An account was successfully logged on.
2026-09-02 17:07:00,4624,a.patel,,,10.10.1.20,WKSTN-11,3,4624 - An account was successfully logged on.
2026-09-02 17:32:00,4624,l.moraru,,,10.10.1.28,WKSTN-13,10,4624 - An account was successfully logged on.
2026-09-02 17:36:00,4624,l.moraru,,,10.10.1.15,WKSTN-11,3,4624 - An account was successfully logged on.
2026-09-02 17:49:00,4624,a.patel,,,10.10.1.59,WKSTN-13,10,4624 - An account was successfully logged on.
2026-09-02 17:52:00,4624,l.moraru,,,10.10.1.36,WKSTN-02,3,4624 - An account was successfully logged on.
2026-09-02 18:11:00,4624,svc-backup,,,10.10.1.49,DC02,3,4624 - An account was successfully logged on.
2026-09-02 18:15:00,4624,c.nguyen,,,10.10.1.27,WKSTN-05,3,4624 - An account was successfully logged on.
2026-09-02 18:32:00,4624,l.moraru,,,10.10.1.17,WKSTN-01,10,4624 - An account was successfully logged on.
2026-09-02 18:42:00,4624,m.dupont,,,10.10.1.29,WKSTN-01,10,4624 - An account was successfully logged on.
2026-09-02 18:58:00,4624,a.patel,,,10.10.1.24,WKSTN-04,3,4624 - An account was successfully logged on.
2026-09-02 19:04:00,4624,m.dupont,,,10.10.1.41,WKSTN-10,10,4624 - An account was successfully logged on.
2026-09-02 19:29:00,4624,r.ionescu,,,10.10.1.36,DC02,3,4624 - An account was successfully logged on.
2026-09-02 19:39:00,4624,l.moraru,,,10.10.1.45,WKSTN-05,3,4624 - An account was successfully logged on.
2026-09-02 19:48:00,4624,m.dupont,,,10.10.1.14,WKSTN-09,3,4624 - An account was successfully logged on.
2026-09-02 20:01:00,4624,r.ionescu,,,10.10.1.10,WKSTN-10,3,4624 - An account was successfully logged on.
2026-09-02 20:22:00,4624,l.moraru,,,10.10.1.19,DC01,10,4624 - An account was successfully logged on.
2026-09-02 20:40:00,4624,svc-backup,,,10.10.1.31,WKSTN-13,3,4624 - An account was successfully logged on.
2026-09-02 20:53:00,4624,c.nguyen,,,10.10.1.54,WKSTN-08,10,4624 - An account was successfully logged on.
2026-09-02 21:08:00,4624,c.nguyen,,,10.10.1.59,WKSTN-14,2,4624 - An account was successfully logged on.
2026-09-02 21:21:00,4624,l.moraru,,,10.10.1.55,WKSTN-13,3,4624 - An account was successfully logged on.
2026-09-02 21:45:00,4624,m.dupont,,,10.10.1.41,WKSTN-02,3,4624 - An account was successfully logged on.
2026-09-02 22:04:00,4624,svc-backup,,,10.10.1.16,DC01,2,4624 - An account was successfully logged on.
2026-09-02 22:23:00,4624,l.moraru,,,10.10.1.10,WKSTN-05,3,4624 - An account was successfully logged on.
2026-09-02 22:46:00,4624,m.dupont,,,10.10.1.14,DC02,3,4624 - An account was successfully logged on.
2026-09-02 22:59:00,4624,e.popescu,,,10.10.1.51,WKSTN-03,3,4624 - An account was successfully logged on.
2026-09-02 23:23:00,4624,e.popescu,,,10.10.1.30,DC02,10,4624 - An account was successfully logged on.
2026-09-02 23:27:00,4624,a.patel,,,10.10.1.25,WKSTN-10,3,4624 - An account was successfully logged on.
2026-09-02 23:32:00,4624,e.popescu,,,10.10.1.16,WKSTN-04,3,4624 - An account was successfully logged on.
2026-09-02 23:40:00,4624,r.ionescu,,,10.10.1.11,WKSTN-02,3,4624 - An account was successfully logged on.
2026-09-02 23:44:00,4624,r.ionescu,,,10.10.1.32,WKSTN-12,3,4624 - An account was successfully logged on.
2026-09-02 23:51:00,4624,c.nguyen,,,10.10.1.43,WKSTN-14,10,4624 - An account was successfully logged on.
2026-09-03 00:15:00,4624,m.dupont,,,10.10.1.20,WKSTN-06,2,4624 - An account was successfully logged on.
2026-09-03 00:37:00,4624,e.popescu,,,10.10.1.49,WKSTN-08,3,4624 - An account was successfully logged on.
2026-09-03 00:58:00,4624,m.dupont,,,10.10.1.24,DC01,3,4624 - An account was successfully logged on.
2026-09-03 01:15:00,4624,r.ionescu,,,10.10.1.52,WKSTN-01,3,4624 - An account was successfully logged on.
2026-09-03 01:27:00,4624,m.dupont,,,10.10.1.14,DC01,3,4624 - An account was successfully logged on.
2026-09-03 01:48:00,4624,r.ionescu,,,10.10.1.50,WKSTN-14,3,4624 - An account was successfully logged on.
2026-09-03 02:05:00,4624,r.ionescu,,,10.10.1.22,WKSTN-13,3,4624 - An account was successfully logged on.
2026-09-03 02:11:00,4624,c.nguyen,,,10.10.1.34,WKSTN-12,10,4624 - An account was successfully logged on.
2026-09-03 02:23:00,4624,r.ionescu,,,10.10.1.11,WKSTN-13,3,4624 - An account was successfully logged on.
2026-09-03 02:26:00,4624,j.smith,,,10.10.1.48,DC02,3,4624 - An account was successfully logged on.
2026-09-03 02:36:00,4624,svc-backup,,,10.10.1.24,WKSTN-07,10,4624 - An account was successfully logged on.
2026-09-03 02:47:00,4624,m.dupont,,,10.10.1.50,WKSTN-04,2,4624 - An account was successfully logged on.
2026-09-03 02:59:00,4624,l.moraru,,,10.10.1.12,WKSTN-12,3,4624 - An account was successfully logged on.
2026-09-03 03:04:00,4624,r.ionescu,,,10.10.1.30,WKSTN-14,3,4624 - An account was successfully logged on.
2026-09-03 03:13:00,4624,m.dupont,,,10.10.1.44,WKSTN-12,10,4624 - An account was successfully logged on.
2026-09-03 03:32:00,4624,r.ionescu,,,10.10.1.20,WKSTN-09,3,4624 - An account was successfully logged on.
2026-09-03 03:44:00,4624,svc-backup,,,10.10.1.17,DC01,2,4624 - An account was successfully logged on.
2026-09-03 03:51:00,4624,c.nguyen,,,10.10.1.53,WKSTN-13,10,4624 - An account was successfully logged on.
2026-09-03 04:05:00,4624,a.patel,,,10.10.1.35,WKSTN-01,3,4624 - An account was successfully logged on.
2026-09-03 04:25:00,4624,a.patel,,,10.10.1.39,WKSTN-12,3,4624 - An account was successfully logged on.
